Country Code,2019_owner_occupied_housing,2019_overburden_rate,2019_total_outstanding_residential_loans_to_GDP,2019_social_hosuing_stock,2019_real_estate_tax_to_GDP,2019_dealing_with_construction_permits_score_2006M,2019_dealing_with_construction_permits_score_2015M
DZA,,,,,,..,64.6
AGO,,,,,,..,65
ATG,,,,,,..,65.6
ARM,,,,,,..,68
AZE,,,,,,..,73.1
BHR,,,,,,..,73.4
BGD,,,,,,..,60.8
BLR,,,,,,..,74.8
BEN,,,,,,..,70.3
BTN,,,,,,..,68.8
BIH,,,,,,..,48.6
BWA,,,,,,..,75.6
BRN,,,,,,..,73.5
BFA,,,,,,..,68.3
BDI,,,,,,..,56.8
CPV,,,,,,..,73.5
KHM,,,,,,..,44.2
CMR,,,,,,..,55.8
CAF,,,,,,..,34.1
TCD,,,,,,..,46.8
CHN,,,,,,..,65.2
COM,,,,,,..,66.8
COD,,,,,,..,53
COG,,,,,,..,59.8
CIV,,,,,,..,57.5
DJI,,,,,,..,69
DMA,,,,,,..,70.1
EGY,,,,,,..,70.8
GNQ,,,,,,..,55
ERI,,,,,,..,0
SWZ,,,,,,..,66.8
ETH,,,,,,..,52.8
FJI,,,,,,..,67.7
GAB,,,,,,..,58.7
GMB,,,,,,..,57.3
GEO,,,,,,..,79.3
GHA,,,,,,..,66.2
GRD,,,,,,..,62.5
GIN,,,,,,..,66.1
GNB,,,,,,..,45.2
GUY,,,,,,..,52.5
HTI,,,,,,..,44.2
HKG,,,,,,..,91.2
IND,,,,,,..,72.1
IRN,,,,,,..,70.8
IRQ,,,,,,..,67.6
JOR,,,,,,..,59.9
KEN,,,,,,..,63.5
KIR,,,,,,..,51.4
XKX,,,,,,..,52.9
KWT,,,,,,..,61.4
KGZ,,,,,,..,68.9
LAO,,,,,,..,67.9
LBN,,,,,,..,54.2
LSO,,,,,,..,51.7
LBR,,,,,,..,28.9
LBY,,,,,,..,0
LIE,,,,,,..,83.5
MDG,,,,,,..,35.9
MWI,,,,,,..,61.2
MDV,,,,,,..,73
MLI,,,,,,..,61.1
MHL,,,,,,..,71.2
MRT,,,,,,..,66.7
MUS,,,,,,..,82.5
MEX,,,,,,..,68.2
FSM,,,,,,..,61.1
MDA,,,,,,..,48.2
MNG,,,,,,..,78.2
MAR,,,,,,..,82.5
MOZ,,,,,,..,72.6
MMR,,,,,,..,70.5
NAM,,,,,,..,69.8
NPL,,,,,,..,57.9
NER,,,,,,..,44.1
NGA,,,,,,..,59
OMN,,,,,,..,75.1
PAK,,,,,,..,51.9
PLW,,,,,,..,62.2
PNG,,,,,,..,64.4
PRI,,,,,,..,59.4
QAT,,,,,,..,84.2
RWA,,,,,,..,67
WSM,,,,,,..,68.8
SMR,,,,,,..,68.8
SAU,,,,,,..,76.7
SEN,,,,,,..,59.6
SYC,,,,,,..,65.5
SLE,,,,,,..,38.4
SLB,,,,,,..,49.1
SOM,,,,,,..,0
ZAF,,,,,,..,68.2
SSD,,,,,,..,46.4
LKA,,,,,,..,72.2
KNA,,,,,,..,73.4
LCA,,,,,,..,76.3
VCT,,,,,,..,74.4
SDN,,,,,,..,63.8
SUR,,,,,,..,66.4
SYR,,,,,,..,0
STP,,,,,,..,66.6
TWN,,,,,,..,87.1
TJK,,,,,,..,60.6
TZA,,,,,,..,57.1
THA,,,,,,..,71.9
TLS,,,,,,..,55.3
TGO,,,,,,..,60.5
TON,,,,,,..,74.6
TUN,,,,,,..,77.1
UGA,,,,,,..,65.7
UKR,,,,,,..,77.2
ARE,,,,,,..,86.5
UZB,,,,,,..,61.4
VUT,,,,,,..,54.7
VEN,,,,,,..,56
VNM,,,,,,..,79
PSE,,,,,,..,56
YEM,,,,,,..,0
ZMB,,,,,,..,71.7
ZWE,,,,,,..,48.6
