Country Code,2009_owner_occupied_housing,2009_overburden_rate,2009_total_outstanding_residential_loans_to_GDP,2009_social_hosuing_stock,2009_real_estate_tax_to_GDP,2009_dealing_with_construction_permits_score_2006M,2009_dealing_with_construction_permits_score_2015M
GNQ,,,,,,71.2,..
ERI,,,,,,0,..
ETH,,,,,,56.2,..
FJI,,,,,,74.4,..
GAB,,,,,,61.1,..
GMB,,,,,,56.7,..
GEO,,,,,,74.4,..
GHA,,,,,,33.8,..
GRD,,,,,,68.9,..
GIN,,,,,,38.4,..
GNB,,,,,,46.2,..
GUY,,,,,,50.7,..
HTI,,,,,,52.2,..
HKG,,,,,,68.9,..
IND,,,,,,..,..
IRN,,,,,,26.3,..
IRQ,,,,,,69.6,..
JOR,,,,,,43.8,..
KIR,,,,,,36.7,..
XKX,,,,,,..,..
KWT,,,,,,50.6,..
KGZ,,,,,,57.5,..
LAO,,,,,,84.6,..
LBN,,,,,,42.8,..
LSO,,,,,,39,..
LBR,,,,,,33.8,..
LBY,,,,,,..,..
LIE,,,,,,..,..
MDG,,,,,,40.4,..
MWI,,,,,,74.5,..
MYS,,,,,,55.8,..
MDV,,,,,,83.4,..
MLI,,,,,,38.9,..
MHL,,,,,,94.5,..
MRT,,,,,,60.2,..
FSM,,,,,,81.1,..
MDA,,,,,,30.1,..
MNG,,,,,,59.8,..
MNE,,,,,,35.5,..
MOZ,,,,,,52,..
MMR,,,,,,..,..
NAM,,,,,,67.7,..
NPL,,,,,,77.1,..
NGA,,,,,,..,..
MKD,,,,,,52,..
OMN,,,,,,74,..
PAK,,,,,,..,..
PLW,,,,,,64.5,..
PNG,,,,,,59.7,..
PRI,,,,,,57.6,..
QAT,,,,,,80.5,..
WSM,,,,,,78.6,..
SMR,,,,,,..,..
SAU,,,,,,68,..
SRB,,,,,,19.3,..
SYC,,,,,,72.5,..
SLE,,,,,,32.6,..
SLB,,,,,,47.7,..
SOM,,,,,,..,..
SSD,,,,,,..,..
LKA,,,,,,71.8,..
KNA,,,,,,82.5,..
LCA,,,,,,77.9,..
VCT,,,,,,89.1,..
SDN,,,,,,40.6,..
SUR,,,,,,70.9,..
SYR,,,,,,51.4,..
STP,,,,,,63,..
TWN,,,,,,65.9,..
TJK,,,,,,21.9,..
TZA,,,,,,37.4,..
THA,,,,,,65.6,..
TLS,,,,,,66.9,..
TON,,,,,,67.3,..
UGA,,,,,,39.2,..
UKR,,,,,,1.3,..
ARE,,,,,,73.7,..
UZB,,,,,,43.5,..
VUT,,,,,,77.6,..
VNM,,,,,,77.9,..
PSE,,,,,,37.4,..
YEM,,,,,,81.7,..
ZMB,,,,,,61.4,..
ZWE,,,,,,55.3,..
