Country Code,2020_owner_occupied_housing,2020_overburden_rate,2020_total_outstanding_residential_loans_to_GDP,2020_social_hosuing_stock,2020_real_estate_tax_to_GDP,2020_dealing_with_construction_permits_score_2006M,2020_dealing_with_construction_permits_score_2015M
ZAF,,,,,,..,68.3
SSD,,,,,,..,50.5
ESP,,,,,,..,70.8
LKA,,,,,,..,72.3
KNA,,,,,,..,73.5
LCA,,,,,,..,76.4
VCT,,,,,,..,74.4
SDN,,,,,,..,64.2
SUR,,,,,,..,66.3
CHE,,,,,,..,71.8
SYR,,,,,,..,0
STP,,,,,,..,66.6
TWN,,,,,,..,87.1
TJK,,,,,,..,60.8
TZA,,,,,,..,57.9
THA,,,,,,..,77.3
TLS,,,,,,..,55.3
TGO,,,,,,..,64.1
TON,,,,,,..,71.9
TTO,,,,,,..,64.1
TUN,,,,,,..,77.4
TUR,,,,,,..,73.8
UGA,,,,,,..,66.4
UKR,,,,,,..,81.1
ARE,,,,,,..,89.8
GBR,,,,,,..,80.3
USA,,,,,,..,80
URY,,,,,,..,57.5
UZB,,,,,,..,61.7
VUT,,,,,,..,54.6
VEN,,,,,,..,46.5
VNM,,,,,,..,79.3
PSE,,,,,,..,58.2
YEM,,,,,,..,0
ZMB,,,,,,..,72.1
ZWE,,,,,,..,60
